"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00012810","1959","27.85","-82.51667","4.3","MACDILL AFB, FL US","   2077.9","","    2077.9","X","       136","X","        95","X","        16","X","        0","","         0","X","         0","X","         0","X","         0","X","       320","X","        80","X","        87"," ","        98"," ","    1.1","X,1130,+","     0"," ,X,1231,+","     0"," ,X,1231,+","  81.0"," ,X,1223, ","   34.4","X,0627,+","","","","","","","","","","","","","     228.0","0","     228.0","X","   1600.5"," ,X","        0"," ,X","     23.32","X","     27.47","X","     19.18","X","       158","X","      19.0","X"
"USW00012810","1960","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1968.0","","    1968.0","X","       101","X","        63","X","        10","X","        0","","         0","X","         0","X","         0","X","         0","X","       308","X","        75","X","        74"," ","       100"," ","    0.6","X,1222, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 185.2"," ,X,0729, ","   35.0","X,0802,+","","","","","","","","","","","","","     342.3","3","     342.3","X","   1082.9"," ,X","        0"," ,X","     22.73","X","     26.96","X","     18.51","X","       315","X","      38.6","X"
"USW00012810","1961","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1991.1","","    1991.1","X","        99","X","        57","X","         9","X","        0","","         0","X","         0","X","         0","X","         0","X","       322","X","        70","X","        68"," ","        88"," ","    0.6","X,1226, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  66.3"," ,X,0313, ","   34.4","X,0807, ","","","","","","","","","","","","","     306.0","0","     306.0","X","    864.9"," ,X","        0"," ,X","     23.06","X","     27.23","X","     18.89","X","","","",""
"USW00012810","1962","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1911.1","","    1911.1","X","       111","X","        75","X","        12","X","        0","","         0","X","         0","X","         3","X","         0","X","       316","X","        83","X","       102"," ","        91"," ","   -6.7","X,1213, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 153.2"," ,X,0920, ","   34.4","X,0913,+","-1.1","X,1212","-6.7","X,1213","-6.7","X,1213","-6.7","X,1213","","","","","     247.5","5","     247.5","X","   1248.9"," ,X","        0"," ,X","     22.63","X","     26.77","X","     18.49","X","       315","X","      19.0","X"
"USW00012810","1963","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1776.6","","    1776.6","X","       110","X","        81","X","        12","X","        0","","         0","X","         0","X","         1","X","         0","X","       295","X","        58","X","       103"," ","        83"," ","   -0.6","X,1219, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 128.5"," ,X,1110, ","   35.0","X,0719,+","-0.6","X,1219","","","","","","","","","","","     413.8","8","     413.8","X","   1216.7"," ,X","        0"," ,X","     21.86","X","     26.29","X","     17.42","X","       180","X","      33.4","X"
"USW00012810","1964","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1822.4","","    1822.4","X","       100","X","        64","X","        17","X","        0","","         0","X","         0","X","         2","X","         0","X","       310","X","        53","X","       113"," ","        77"," ","   -2.8","X,0115, ","     0"," ,X,1231,+","     0"," ,X,1231,+"," 109.2"," ,X,0112, ","   35.0","X,0714,+","","","","","","","","","-2.8","X,0115","-2.8","X,0115","     512.9","9","     512.9","X","   1165.6"," ,X","        0"," ,X","     22.39","X","     26.79","X","     17.98","X","       180","X","      24.7","X"
"USW00012810","1965","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1741.6","","    1741.6","X","       118","X","        77","X","        15","X","        0","","         0","X","         0","X","         0","X","         0","X","       320","X","        39","X","        80"," ","        87"," ","    0.6","X,0117, ","     0"," ,X,1231,+","     0","T,X,0117, "," 130.8"," ,X,0731, ","   35.0","X,0606, ","","","","","","","","","","","","","     229.1","1","     229.1","X","   1328.9"," ,X","        0","T,X","     22.33","X","     26.85","X","     17.82","X","        50","X","      23.1","X"
"USW00012810","1966","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1654.5","","    1654.5","X","       113","X","        64","X","        10","X","        0","","         0","X","         0","X","         2","X","         0","X","       310","X","        35","X","        76"," ","        80"," ","   -3.9","X,0131, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  57.7"," ,X,0722, ","   33.9","X,0728, ","","","","","","","","","-3.9","X,0131","-3.9","X,0131","     376.9","9","     376.9","X","    931.9"," ,X","        0"," ,X","     21.77","X","     26.31","X","     17.23","X","       100","X","      27.8","X"
"USW00012810","1967","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1755.8","","    1755.8","X","        98","X","        57","X","        16","X","        0","","         0","X","         0","X","         1","X","         0","X","       333","X","        30","X","        85"," ","        82"," ","   -1.1","X,0226, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  93.2"," ,X,0812, ","   33.9","X,0611,+","","","","","","","","","-1.1","X,0226","","","     264.1","1","     264.1","X","   1000.0"," ,X","        0"," ,X","     22.50","X","     27.16","X","     17.84","X","       200","X","      19.0","X"
"USW00012810","1968","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1749.1","","    1749.1","X","       115","X","        68","X","        18","X","        0","","         0","X","         0","X","         1","X","         0","X","       301","X","        45","X","        71"," ","        97"," ","   -1.1","X,1216, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  72.9"," ,X,0913, ","   34.4","X,0822, ","-1.1","X,1216","","","","","","","","","","","     355.1","1","     355.1","X","   1329.7"," ,X","        0"," ,X","     21.80","X","     26.38","X","     17.22","X","       180","X","      24.2","X"
"USW00012810","1969","27.85","-82.51667","4.3","MACDILL AFB, FL US","","","","","       118","X","        69","X","        17","X","        0","","         0","X","","","","","","","","","","","        90"," ","        94"," ","","","     0"," ,X,1231,+","     0"," ,X,1231,+","  78.5"," ,X,1209, ","","","","","","","","","","","","","","","     462.1","1","     462.1","X","   1397.0"," ,X","        0"," ,X","","","","","","","        80","X","      21.6","X"
"USW00012810","1970","27.85","-82.51667","4.3","MACDILL AFB, FL US","   1727.0","","    1727.0","X","        94","X","        59","X","        15","X","        0","","         0","X","         0","X","         4","X","         0","X","       302","X","        58","X","       103"," ","        94"," ","   -3.3","X,0110, ","     0"," ,X,1231,+","     0"," ,X,1231,+","  63.2"," ,X,0809, ","   34.4","X,0803,+","-1.7","X,1125","","","","","","","-3.3","X,0110","-3.3","X,0110","","","","","   1073.5"," ,X","        0"," ,X","     21.78","X","     26.40","X","     17.16","X","       250","X","      23.1","X"
